customer.customerid,customer.number,customer.contract,customer.paperlessbilling,customer.paymentmethod,customer.gender,customer.seniorcitizen,customer.partner,customer.dependents,customer.internetservice,customer.onlinesecurity,customer.onlinebackup,customer.deviceprotection,customer.techsupport,customer.streamingtv,customer.streamingmovies,customer.tenure,customer.phoneservice,customer.multiplelines
1244-EJWTF,766821212,One Year,No,Mailed check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,No phone service
8299-QXLDC,767607649,Month-to-Month,Yes,Bank transfer (automatic),Male,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,25,Yes,No
3004-GCCCP,760824676,Month-to-Month,No,Credit card (automatic),Female,1,No,No,Fiber Optic,No,Yes,No,Yes,No,No,63,Yes,No
1800-CWFHP,769475431,Month-to-Month,No,Credit card (automatic),Female,0,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,60,Yes,No
1944-LURBW,764396397,One Year,No,Mailed check,Male,0,No,Yes,DSL,No,No,No,No,No,No,63,No,No phone service
5642-FTRPO,766952306,Two Year,No,Electronic check,Male,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,41,No,No phone service
0104-PLVTP,767116152,Two Year,No,Electronic check,Female,1,No,Yes,Fiber Optic,No,No,No,Yes,No,No,63,No,No phone service
2393-TXGSG,769147768,One Year,No,Bank transfer (automatic),Male,0,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,9,No,No phone service
6959-HEGFV,765084538,One Year,Yes,Bank transfer (automatic),Male,1,No,Yes,DSL,Yes,No,No,No,No,Yes,10,No,No phone service
9397-UUWGM,768885627,Month-to-Month,Yes,Mailed check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,70,Yes,No
5560-TCKBM,760103806,One Year,Yes,Credit card (automatic),Male,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,4,No,No phone service
2183-FFCGE,765379457,One Year,Yes,Mailed check,Male,0,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,27,Yes,No
0265-ZQVFT,768590727,Month-to-Month,Yes,Credit card (automatic),Male,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,28,Yes,Yes
5301-CLNEU,760595336,Month-to-Month,No,Credit card (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18,Yes,No
2477-RZZEA,764429198,One Year,Yes,Mailed check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,29,No,No phone service
1089-ZZWGU,769672088,Two Year,Yes,Mailed check,Male,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,42,Yes,Yes
1199-DIEBN,760857497,One Year,Yes,Electronic check,Male,0,No,Yes,DSL,Yes,No,No,No,Yes,Yes,28,No,No phone service
2330-HECWU,760267673,Two Year,Yes,Credit card (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,71,No,No phone service
6525-CVTSM,763773853,Two Year,No,Bank transfer (automatic),Male,0,Yes,Yes,DSL,No,No,No,No,No,No,39,No,No phone service
0499-PEXBT,768525214,Two Year,Yes,Mailed check,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,27,Yes,Yes
9090-LLIBU,761578397,Month-to-Month,Yes,Electronic check,Male,0,Yes,No,Fiber Optic,Yes,No,No,No,No,No,64,Yes,Yes
6262-DQJMA,766133153,One Year,No,Credit card (automatic),Female,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,36,No,No phone service
8554-MKEKA,769409954,Month-to-Month,No,Mailed check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,41,No,No phone service
2949-ULYLH,768361387,One Year,Yes,Electronic check,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,27,No,No phone service
2034-PPZAT,766919596,One Year,Yes,Mailed check,Male,1,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,47,Yes,No
1828-BRNPM,760595371,One Year,Yes,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,Yes,Yes
3125-UIPUM,769999790,Month-to-Month,Yes,Bank transfer (automatic),Male,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,52,Yes,Yes
7082-QCVGH,764330924,One Year,Yes,Mailed check,Male,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,35,Yes,No
1198-YJFLS,764265395,Month-to-Month,No,Bank transfer (automatic),Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,14,No,No phone service
4752-PHDZC,765903801,Month-to-Month,No,Mailed check,Male,1,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,13,No,No phone service
6491-QVDOI,764822458,One Year,No,Credit card (automatic),Female,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,17,No,No phone service
1444-RSTER,767148993,One Year,Yes,Electronic check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,29,Yes,No
9649-KWMXN,768394183,One Year,Yes,Credit card (automatic),Male,1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,65,No,No phone service
5408-UOBRG,765838285,Two Year,Yes,Credit card (automatic),Female,1,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,51,Yes,Yes
4457-MMHIQ,764068826,One Year,No,Mailed check,Female,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,No
5488-XGXSY,768656351,Two Year,No,Electronic check,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,14,No,No phone service
0380-TBRVS,768689121,One Year,Yes,Mailed check,Female,1,No,Yes,DSL,Yes,No,No,Yes,No,Yes,72,No,No phone service
2413-WOZPX,766133220,One Year,No,Credit card (automatic),Female,0,No,No,Fiber Optic,No,No,No,No,No,No,13,Yes,Yes
7758-AYEZL,769344486,One Year,Yes,Credit card (automatic),Female,1,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,30,No,No phone service
8283-UPTBO,762430438,One Year,No,Credit card (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20,No,No phone service
0862-KKLKM,766985196,One Year,No,Mailed check,Male,0,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,72,No,No phone service
5089-QYGVT,760955884,Month-to-Month,Yes,Mailed check,Male,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,54,Yes,No
9261-JOCUN,761873397,Two Year,No,Mailed check,Male,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,71,Yes,No
7384-KKQKG,760824821,Two Year,Yes,Electronic check,Female,0,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,21,Yes,No
2666-CDEXJ,760857594,One Year,No,Bank transfer (automatic),Male,1,No,No,DSL,No,No,Yes,Yes,Yes,No,67,Yes,Yes
1120-BJKFN,764691455,One Year,Yes,Mailed check,Female,1,No,No,DSL,No,No,Yes,Yes,No,No,29,Yes,Yes
1371-LFTSW,768721920,Month-to-Month,No,Credit card (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,56,No,No phone service
4016-LQNJA,765412352,Month-to-Month,No,Credit card (automatic),Male,1,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,58,No,No phone service
5483-DAWGE,761152514,Month-to-Month,No,Credit card (automatic),Female,0,Yes,No,DSL,No,No,No,No,Yes,Yes,17,Yes,No
1691-YYBQF,762823696,One Year,Yes,Bank transfer (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25,No,No phone service
0066-BWRQG,768066579,Two Year,Yes,Bank transfer (automatic),Male,0,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,45,Yes,Yes
5101-HUWKJ,761644052,Month-to-Month,Yes,Credit card (automatic),Female,1,No,Yes,DSL,Yes,No,Yes,No,Yes,No,58,Yes,Yes
3553-SCNCY,765150231,One Year,Yes,Mailed check,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,42,Yes,Yes
1399-PCFRL,769934362,One Year,No,Credit card (automatic),Female,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,36,No,No phone service
6617-SQQBJ,765183002,Month-to-Month,Yes,Electronic check,Female,0,No,Yes,DSL,No,Yes,No,Yes,No,Yes,38,No,No phone service
4728-QTRND,766264350,Two Year,No,Mailed check,Female,1,No,Yes,DSL,No,No,Yes,Yes,No,No,3,No,No phone service
7103-WKEOO,764265504,One Year,Yes,Credit card (automatic),Male,0,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,30,No,No phone service
3891-EMSAS,765150240,Month-to-Month,No,Electronic check,Female,1,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,10,No,No phone service
4898-HDBWF,768328736,Two Year,No,Bank transfer (automatic),Female,1,No,Yes,DSL,Yes,Yes,No,No,No,No,38,Yes,No
0799-LFIAL,761054244,One Year,Yes,Electronic check,Female,1,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,50,No,No phone service
9867-TLILZ,768361509,Two Year,No,Mailed check,Male,0,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,29,No,No phone service
6900-TEXQM,762758180,One Year,Yes,Credit card (automatic),Female,1,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,36,No,No phone service
2087-BDHVW,765871144,Two Year,No,Credit card (automatic),Male,0,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,57,No,No phone service
3676-QMRGA,766100526,One Year,Yes,Bank transfer (automatic),Female,1,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,53,Yes,Yes
2942-BLALR,761087026,Month-to-Month,No,Electronic check,Male,0,Yes,Yes,DSL,No,No,Yes,No,No,No,58,No,No phone service
0643-UDCWM,763937844,Month-to-Month,No,Bank transfer (automatic),Female,1,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,13,No,No phone service
1818-PLHAR,768295992,Two Year,Yes,Credit card (automatic),Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,40,Yes,Yes
5114-TNLVF,766624827,One Year,Yes,Bank transfer (automatic),Male,1,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,8,No,No phone service
8677-QQJZJ,761447487,Two Year,No,Bank transfer (automatic),Male,0,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,17,Yes,No
5987-XEPSD,765150272,Month-to-Month,Yes,Mailed check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,63,Yes,No
6097-LPYUU,762201160,One Year,No,Mailed check,Male,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,7,No,No phone service
5163-JJBEO,767280207,One Year,No,Credit card (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25,No,No phone service
2239-XJXUA,769311823,Two Year,Yes,Electronic check,Male,1,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,34,Yes,Yes
5860-NYFEF,761414739,One Year,Yes,Mailed check,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,47,No,No phone service
1993-RTWRO,765346901,One Year,Yes,Mailed check,Female,1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,21,No,No phone service
8331-TUBXG,769475677,One Year,No,Bank transfer (automatic),Female,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes
1409-YCURF,762528874,Month-to-Month,Yes,Electronic check,Female,1,Yes,No,DSL,Yes,No,Yes,No,No,No,6,Yes,Yes
4304-XBOWX,763315312,Month-to-Month,No,Credit card (automatic),Female,0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,59,Yes,Yes
8148-UBSRQ,760988793,Month-to-Month,No,Electronic check,Male,0,No,No,DSL,No,No,No,Yes,Yes,Yes,49,Yes,No
2961-SQGON,763806845,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,56,No,No phone service
4837-AVVZM,768066685,Month-to-Month,No,Mailed check,Female,1,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,24,No,No phone service
6077-OTHVZ,762463361,Two Year,Yes,Electronic check,Male,1,Yes,Yes,DSL,Yes,No,No,No,No,No,18,Yes,Yes
7246-NDSCD,765543556,Two Year,Yes,Electronic check,Male,1,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,69,Yes,No
2127-BAOIS,769148036,Month-to-Month,No,Electronic check,Female,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,29,No,No phone service
8859-ESNAC,764494987,Two Year,No,Credit card (automatic),Female,0,No,Yes,DSL,Yes,No,No,No,Yes,Yes,4,Yes,No
0768-GAEQA,766428300,Month-to-Month,No,Mailed check,Male,1,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,14,No,No phone service
8208-VAOKV,769901707,Month-to-Month,Yes,Electronic check,Female,0,No,No,DSL,No,Yes,Yes,No,Yes,Yes,66,Yes,No
6271-SPKZJ,769115275,Month-to-Month,Yes,Mailed check,Male,1,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,54,Yes,Yes
2963-PXXBV,760628367,Two Year,No,Electronic check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18,Yes,Yes
6553-SDZRP,761414797,Two Year,No,Bank transfer (automatic),Male,1,No,No,Fiber Optic,No,Yes,No,No,Yes,No,34,Yes,Yes
4748-VDRUC,763282579,One Year,No,Bank transfer (automatic),Male,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,41,No,No phone service
3356-TMIKQ,763151507,Month-to-Month,No,Credit card (automatic),Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,57,No,No phone service
5717-PMVQY,767378587,One Year,No,Credit card (automatic),Male,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,66,No,No phone service
8058-KUEOS,762004636,Two Year,No,Mailed check,Female,1,No,No,DSL,No,Yes,No,No,Yes,No,59,Yes,Yes
5307-QWMXT,766624927,Two Year,Yes,Electronic check,Female,0,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,2,Yes,Yes
3015-GIBJR,765412515,Month-to-Month,No,Mailed check,Female,0,No,No,DSL,No,No,No,Yes,No,No,49,Yes,No
2340-OHWEL,765674662,One Year,No,Electronic check,Male,0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,2,No,No phone service
8122-QEUDF,760759464,Two Year,No,Mailed check,Female,1,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,71,Yes,Yes
6808-CPZEQ,761480366,Month-to-Month,Yes,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,65,Yes,Yes
5943-ZUZPI,768623795,Two Year,No,Credit card (automatic),Female,1,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,70,No,No phone service
3206-SVRLL,764855482,Two Year,Yes,Credit card (automatic),Male,1,No,Yes,DSL,Yes,No,No,Yes,No,Yes,66,Yes,Yes
4544-LEDVJ,767083707,Month-to-Month,Yes,Electronic check,Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,39,No,No phone service
7976-NPJGA,762856635,One Year,No,Electronic check,Male,1,No,Yes,DSL,Yes,Yes,Yes,No,No,No,42,Yes,No
7350-KEECL,768656571,One Year,No,Mailed check,Male,0,No,Yes,DSL,Yes,Yes,No,Yes,No,No,18,No,No phone service
0933-HSHNE,766952639,Month-to-Month,No,Electronic check,Female,1,No,No,DSL,Yes,Yes,Yes,No,Yes,No,54,No,No phone service
9599-XEULR,764658879,Two Year,No,Credit card (automatic),Male,1,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,16,No,No phone service
7181-ROYZE,762135745,Two Year,Yes,Electronic check,Male,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,43,Yes,No
7655-YWNLH,760366275,One Year,Yes,Mailed check,Female,0,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,2,Yes,No
2428-XTZLA,760071365,One Year,Yes,Electronic check,Female,0,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,30,No,No phone service
3396-ANWYI,761677007,Two Year,No,Bank transfer (automatic),Female,1,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,54,No,No phone service
7356-XBALN,764790005,Month-to-Month,Yes,Electronic check,Female,1,Yes,No,Fiber Optic,No,Yes,No,No,No,No,53,No,No phone service
9066-GIDQZ,769901818,Month-to-Month,No,Bank transfer (automatic),Female,1,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,54,Yes,No
2976-DYSQJ,762692859,Two Year,Yes,Electronic check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,57,No,No phone service
0609-BWHWE,760366331,Month-to-Month,No,Bank transfer (automatic),Female,1,No,No,DSL,Yes,No,No,Yes,No,Yes,18,No,No phone service
0251-ETLCH,766362880,One Year,Yes,Bank transfer (automatic),Female,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,72,No,No phone service
5819-UMFFW,760136963,Month-to-Month,No,Electronic check,Male,1,No,No,DSL,No,No,No,Yes,Yes,Yes,68,No,No phone service
2168-SFZZS,768197895,Month-to-Month,No,Bank transfer (automatic),Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,68,Yes,No
1982-KCBZR,760661266,Month-to-Month,No,Mailed check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,Yes
0574-USOJU,766756133,Month-to-Month,Yes,Electronic check,Male,0,Yes,Yes,DSL,No,No,No,No,Yes,No,61,Yes,Yes
7744-JHCGD,768034086,Two Year,Yes,Electronic check,Male,1,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,55,No,No phone service
5497-MTHYU,762004775,One Year,No,Credit card (automatic),Female,0,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,17,No,No phone service
2213-AQEZM,767968552,Two Year,Yes,Electronic check,Female,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,18,Yes,No
1242-TLBXR,768001326,Two Year,Yes,Credit card (automatic),Female,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,72,Yes,Yes
5094-HIPGJ,765543727,Two Year,No,Bank transfer (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,45,Yes,Yes
8160-BTLYG,766723380,Two Year,No,Mailed check,Male,1,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,25,Yes,No
7245-TGAMW,767575350,Two Year,No,Credit card (automatic),Female,1,Yes,No,DSL,No,No,No,No,Yes,No,9,Yes,Yes
2847-HOUMV,766199098,Month-to-Month,No,Bank transfer (automatic),Male,0,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,55,Yes,No
3319-IVALH,762660188,One Year,Yes,Electronic check,Female,0,Yes,No,DSL,No,No,No,Yes,No,Yes,49,Yes,Yes
6280-OBVJW,767575388,One Year,No,Credit card (automatic),Male,0,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,39,No,No phone service
1913-NEQKI,767116643,One Year,No,Credit card (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,19,No,No phone service
2126-QNPUP,769475939,Two Year,No,Electronic check,Male,0,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,7,Yes,No
0333-AXEUK,767804780,Two Year,Yes,Bank transfer (automatic),Male,0,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,52,Yes,Yes
6399-GDWWT,762004848,One Year,Yes,Electronic check,Female,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,25,Yes,Yes
3923-JNYMS,768427377,Month-to-Month,Yes,Mailed check,Female,1,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,39,No,No phone service
7016-MTMNW,760366450,Two Year,Yes,Credit card (automatic),Male,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,68,Yes,No
7404-GQKGJ,766133623,Two Year,Yes,Electronic check,Female,1,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,44,Yes,Yes
0802-JNPUG,766821756,One Year,Yes,Bank transfer (automatic),Male,0,No,No,DSL,Yes,Yes,Yes,No,No,Yes,32,Yes,Yes
7093-KTBDZ,767968644,Two Year,No,Electronic check,Male,1,No,Yes,DSL,Yes,Yes,No,No,Yes,No,60,No,No phone service
9438-TPIBY,762889606,Month-to-Month,Yes,Credit card (automatic),Male,1,No,No,Fiber Optic,No,No,No,No,Yes,No,27,Yes,No
7907-YSVAB,765281672,One Year,No,Bank transfer (automatic),Male,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,28,Yes,Yes
1044-ZANER,769541514,Month-to-Month,No,Mailed check,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,52,Yes,No
9159-OBEWY,763807117,Month-to-Month,Yes,Bank transfer (automatic),Female,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,16,No,No phone service
3066-JKWQG,769246612,Month-to-Month,No,Bank transfer (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,61,No,No phone service
